Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
265,20.493901531919196,19,232,64,6.082762530298219,251,313,0,0,0,3,1,1
265,17.146428199482248,20,227,68,5.291502622129181,201,316,0,0,0,3,1,1
265,17.88854381999832,21,223,70,5.196152422706632,191,316,0,0,0,3,1,1
265,17.029386365926403,22,220,72,5.0,177,316,0,0,0,3,1,1
265,15.556349186104045,23,218,71,5.196152422706632,146,313,0,0,0,3,1,1
277,15.0,0,209,73,5.477225575051661,128,307,0,0,0,3,1,1
277,16.186414056238647,1,203,74,4.123105625617661,123,303,0,0,0,3,1,1
277,14.0,2,200,73,4.0,117,299,0,0,0,3,1,1
277,11.489125293076057,3,198,73,5.385164807134504,105,297,0,0,0,3,1,1
277,7.874007874011811,4,190,73,5.291502622129181,110,290,0,0,0,3,1,1
277,7.54983443527075,5,181,75,5.196152422706632,102,284,0,0,0,3,1,1
277,8.426149773176359,6,175,74,5.0,133,277,0,0,0,3,1,1
277,10.344080432788601,7,169,77,4.0,99,276,0,0,0,3,1,1
277,14.212670403551895,8,163,68,5.291502622129181,174,255,6,0,0,3,1,1
277,15.874507866387544,9,169,55,6.164414002968976,310,236,65,0,0,3,1,1
277,16.06237840420901,10,171,51,5.385164807134504,373,230,71,0,0,3,1,1
277,17.233687939614086,11,185,41,4.898979485566356,477,219,110,0,0,3,1,1
277,19.026297590440446,12,203,28,3.7416573867739413,617,196,175,0,0,3,1,1
277,20.273134932713294,13,216,20,4.58257569495584,841,177,208,0,0,3,1,1
277,21.283796653792763,14,232,10,4.358898943540674,1633,139,236,0,0,3,1,1
277,21.587033144922902,15,230,15,5.196152422706632,1337,166,195,0,0,3,1,1
277,22.516660498395403,16,222,12,5.477225575051661,1653,142,134,0,0,3,1,1
277,21.470910553583888,17,212,19,5.5677643628300215,1281,169,77,0,0,3,1,1
277,19.44222209522358,18,198,21,5.385164807134504,1518,166,31,0,0,3,1,1
277,17.46424919657298,19,184,18,5.291502622129181,1671,140,1,0,0,3,1,1
277,15.231546211727817,20,174,23,3.7416573867739413,1575,152,0,0,0,3,1,1
277,15.198684153570664,21,170,22,3.605551275463989,1711,145,0,0,0,3,1,1
277,14.7648230602334,22,164,23,3.0,1725,144,0,0,0,3,1,1
277,13.638181696985855,23,157,30,3.605551275463989,1523,162,0,0,0,3,1,1
289,13.45362404707371,0,152,35,3.4641016151377544,1533,172,0,0,0,3,1,1
289,13.711309200802088,1,149,34,2.449489742783178,1581,167,0,0,0,3,1,1
289,11.090536506409418,2,148,37,3.3166247903554,1536,174,0,0,0,3,1,1
289,10.099504938362077,3,150,33,2.8284271247461903,1442,165,0,0,0,3,1,1
289,7.14142842854285,4,152,34,2.6457513110645907,1358,169,0,0,0,3,1,1
289,6.0,5,156,32,3.0,1248,167,0,0,0,3,1,1
289,7.280109889280518,6,155,35,2.449489742783178,1341,175,0,0,0,3,1,1
289,8.717797887081348,7,153,38,3.0,1352,181,0,0,0,3,1,1
289,12.529964086141668,8,150,45,2.449489742783178,1395,196,6,0,0,3,1,1
289,13.114877048604,9,160,39,3.3166247903554,1204,190,43,0,0,3,1,1
289,13.92838827718412,10,184,33,3.3166247903554,1364,195,112,0,0,3,1,1
289,15.588457268119896,11,206,20,5.0990195135927845,1107,168,187,0,0,3,1,1
289,19.87460691435179,12,218,16,5.5677643628300215,1446,160,228,0,0,3,1,1
289,21.908902300206645,13,224,13,4.898979485566356,1502,150,250,0,0,3,1,1
289,23.853720883753127,14,233,14,4.898979485566356,1439,163,252,0,0,3,1,1
289,24.596747752497688,15,238,12,5.196152422706632,1688,156,222,0,0,3,1,1
289,26.095976701399778,16,239,9,5.656854249492381,1718,138,173,0,0,3,1,1
289,24.186773244895647,17,232,16,5.385164807134504,1585,172,107,0,0,3,1,1
289,20.024984394500787,18,215,21,5.291502622129181,1665,180,36,0,0,3,1,1
289,17.204650534085253,19,194,31,5.0990195135927845,1594,198,1,0,0,3,1,1
289,15.198684153570664,20,176,40,5.291502622129181,1476,208,0,0,0,3,1,1
289,15.427248620541512,21,165,46,5.0,1730,213,0,0,0,3,1,1
289,15.132745950421556,22,163,45,5.0,1717,208,0,0,0,3,1,1
289,13.114877048604,23,160,49,3.1622776601683795,1733,215,0,0,0,3,1,1
301,11.575836902790225,0,154,51,2.6457513110645907,1634,213,0,0,0,3,1,1
301,11.0,1,151,54,3.0,1635,217,0,0,0,3,1,1
301,8.888194417315589,2,146,57,2.8284271247461903,1427,218,0,0,0,3,1,1
301,6.708203932499369,3,144,58,3.1622776601683795,1373,218,0,0,0,3,1,1
301,6.708203932499369,4,140,60,3.3166247903554,1218,218,0,0,0,3,1,1
301,8.0,5,138,64,2.8284271247461903,963,224,0,0,0,3,1,1
301,12.649110640673518,6,136,63,2.23606797749979,1069,220,0,0,0,3,1,1
301,20.024984394500787,7,132,59,2.8284271247461903,1223,209,0,0,0,3,1,1
301,27.85677655436824,8,134,54,2.6457513110645907,1198,201,11,0,0,3,1,1
301,20.37154878746336,9,152,44,3.0,1122,196,72,0,0,3,1,1
301,16.97056274847714,10,182,37,3.3166247903554,1050,205,139,0,0,3,1,1
301,18.841443681416774,11,209,28,4.0,1123,202,195,0,0,3,1,1
301,20.663978319771825,12,232,19,3.3166247903554,1115,187,235,0,0,3,1,1
301,21.047565179849187,13,244,17,3.4641016151377544,1228,188,248,0,0,3,1,1
301,21.307275752662516,14,262,16,3.872983346207417,1210,198,243,0,0,3,1,1
301,22.781571499789035,15,266,14,4.58257569495584,1131,191,209,0,0,3,1,1
301,23.49468024894146,16,258,22,5.5677643628300215,812,222,154,0,0,3,1,1
301,25.278449319529077,17,250,21,5.5677643628300215,946,211,96,0,0,3,1,1
301,30.28200785945344,18,235,17,4.795831523312719,1207,180,33,0,0,3,1,1
301,24.73863375370596,19,218,21,5.196152422706632,977,183,1,0,0,3,1,1
301,21.93171219946131,20,206,23,4.123105625617661,931,181,0,0,0,3,1,1
301,22.58317958127243,21,196,27,3.7416573867739413,939,187,0,0,0,3,1,1
301,21.02379604162864,22,190,31,3.1622776601683795,920,195,0,0,0,3,1,1
301,17.52141546793523,23,191,30,2.6457513110645907,896,192,0,0,0,3,1,1
313,15.329709716755891,0,189,31,4.242640687119285,926,194,0,0,0,3,1,1
313,14.560219778561036,1,184,35,3.0,936,201,0,0,0,3,1,1
313,12.0,2,178,35,3.4641016151377544,910,196,0,0,0,3,1,1
313,10.04987562112089,3,174,35,3.1622776601683795,957,192,0,0,0,3,1,1
313,7.810249675906654,4,172,37,2.8284271247461903,967,196,0,0,0,3,1,1
313,8.426149773176359,5,169,41,1.0,860,204,0,0,0,3,1,1
313,13.490737563232042,6,169,41,2.0,824,204,0,0,0,3,1,1
313,21.02379604162864,7,176,38,2.6457513110645907,915,203,0,0,0,3,1,1
313,27.51363298439521,8,183,42,2.6457513110645907,829,220,0,0,0,3,1,1
313,21.307275752662516,9,188,42,3.1622776601683795,710,224,7,0,0,3,1,1
313,16.1245154965971,10,196,38,2.6457513110645907,668,221,22,0,0,3,1,1
313,18.466185312619388,11,211,32,2.8284271247461903,645,217,53,0,0,3,1,1
313,18.76166303929372,12,217,28,2.6457513110645907,665,209,43,0,0,3,1,1
313,18.275666882497067,13,221,30,2.449489742783178,771,219,35,0,0,3,1,1
313,18.867962264113206,14,226,31,2.8284271247461903,782,227,34,0,0,3,1,1
313,20.024984394500787,15,230,39,2.8284271247461903,667,255,39,0,0,3,1,1
313,20.248456731316587,16,232,45,3.3166247903554,551,273,32,0,0,3,1,1
313,22.93468988235943,17,231,48,3.1622776601683795,491,279,16,0,0,3,1,1
313,29.748949561287034,18,229,53,2.8284271247461903,397,289,5,0,0,3,1,1
313,24.677925358506133,19,224,35,3.1622776601683795,605,238,0,0,0,3,1,1
313,21.447610589527216,20,222,35,3.605551275463989,590,236,0,0,0,3,1,1
313,21.166010488516726,21,220,37,2.8284271247461903,584,240,0,0,0,3,1,1
313,21.447610589527216,22,217,40,3.3166247903554,546,246,0,0,0,3,1,1
313,17.578395831246947,23,216,44,3.872983346207417,452,255,0,0,0,3,1,1
325,16.278820596099706,0,214,43,3.3166247903554,482,251,0,0,0,3,1,1
325,15.0996688705415,1,213,44,3.7416573867739413,431,252,0,0,0,3,1,1
325,13.152946437965905,2,215,45,3.605551275463989,391,257,0,0,0,3,1,1
325,10.723805294763608,3,216,46,4.123105625617661,366,260,0,0,0,3,1,1
325,8.426149773176359,4,217,47,4.123105625617661,350,264,0,0,0,3,1,1
325,7.810249675906654,5,215,50,4.123105625617661,317,269,0,0,0,3,1,1
325,12.806248474865697,6,215,51,4.358898943540674,310,271,0,0,0,3,1,1
325,20.615528128088304,7,218,50,5.291502622129181,328,272,0,0,0,3,1,1
325,28.39013913315678,8,220,48,5.0,336,269,4,0,0,3,1,1
325,20.445048300260872,9,225,46,4.898979485566356,356,269,13,0,0,3,1,1
325,16.852299546352718,10,228,44,4.47213595499958,393,266,21,0,0,3,1,1
325,18.193405398660254,11,234,41,4.69041575982343,409,264,33,0,0,3,1,1
325,17.435595774162696,12,239,39,5.0990195135927845,469,263,39,0,0,3,1,1
325,5.196152422706632,13,239,48,4.795831523312719,428,287,33,0,0,3,1,1
325,4.0,14,220,71,6.082762530298219,230,315,13,0,0,3,1,1
325,2.449489742783178,15,211,78,5.385164807134504,197,318,8,26,0,3,1,1
325,2.8284271247461903,16,205,80,5.0,357,315,7,0,0,3,1,1
325,2.6457513110645907,17,201,81,5.196152422706632,515,313,0,0,0,3,1,1
325,3.1622776601683795,18,199,81,4.58257569495584,691,311,0,41,0,3,1,1
325,4.242640687119285,19,188,86,4.358898943540674,685,307,0,0,0,3,1,1
325,2.6457513110645907,20,190,87,3.872983346207417,1283,311,0,0,0,3,1,1
325,3.0,21,187,86,5.0,1162,306,0,39,0,3,1,1
325,3.4641016151377544,22,186,87,4.358898943540674,1026,307,0,0,0,3,1,1
325,4.69041575982343,23,181,87,3.4641016151377544,601,302,0,0,0,3,1,1
2,8.366600265340756,0,183,87,3.605551275463989,1682,304,0,18,0,1,0,1
2,12.083045973594572,1,184,88,1.4142135623730951,705,306,0,0,0,1,0,1
2,13.379088160259652,2,183,88,3.1622776601683795,450,305,0,0,0,1,0,1
2,9.539392014169456,3,179,88,4.795831523312719,347,301,0,1,0,1,0,1
2,5.196152422706632,4,179,88,3.3166247903554,500,301,0,0,0,1,0,1
2,3.1622776601683795,5,185,88,5.385164807134504,244,307,0,0,0,1,0,1
2,5.656854249492381,6,193,87,5.196152422706632,188,314,0,4,0,1,0,1
2,7.745966692414834,7,189,80,6.557438524302,204,299,0,0,0,1,0,1
2,12.12435565298214,8,178,71,5.656854249492381,1062,275,4,0,0,1,0,1
2,12.609520212918492,9,164,69,7.0,483,258,9,0,0,1,0,1
2,13.784048752090222,10,164,44,7.280109889280518,856,207,112,0,0,1,0,1
2,15.427248620541512,11,171,43,6.782329983125268,868,211,220,0,0,1,0,1
2,17.60681686165901,12,168,37,6.855654600401044,995,192,249,0,0,1,0,1
2,18.894443627691185,13,177,28,6.324555320336759,1474,173,295,0,0,1,0,1
2,19.339079605813716,14,175,27,7.615773105863909,1236,168,286,0,0,1,0,1
2,21.37755832643195,15,179,26,6.708203932499369,1367,168,254,0,0,1,0,1
2,21.42428528562855,16,177,24,6.928203230275509,1284,159,198,0,0,1,0,1
2,20.54263858417414,17,167,28,7.211102550927978,1179,164,123,0,0,1,0,1
2,17.776388834631177,18,155,31,6.855654600401044,1235,163,43,0,0,1,0,1
2,15.165750888103101,19,146,36,5.744562646538029,1188,169,1,0,0,1,0,1
2,15.652475842498529,20,141,40,5.916079783099616,1139,176,0,0,0,1,0,1
2,14.52583904633395,21,133,41,6.082762530298219,1115,171,0,0,0,1,0,1
2,13.74772708486752,22,127,43,6.082762530298219,1093,170,0,0,0,1,0,1
2,13.74772708486752,23,123,43,5.830951894845301,1088,166,0,0,0,1,0,1
14,12.449899597988733,0,120,44,5.0990195135927845,1148,166,0,0,0,1,1,1
14,10.344080432788601,1,117,43,4.58257569495584,1185,161,0,0,0,1,1,1
14,8.366600265340756,2,110,43,3.4641016151377544,1240,154,0,0,0,1,1,1
14,6.928203230275509,3,106,41,4.123105625617661,1359,146,0,0,0,1,1,1
14,6.782329983125268,4,105,39,3.872983346207417,1352,140,0,0,0,1,1,1
14,8.0,5,102,40,3.1622776601683795,1418,139,0,0,0,1,1,1
14,11.575836902790225,6,99,41,3.872983346207417,1391,139,0,0,0,1,1,1
14,20.0,7,97,43,2.23606797749979,1355,142,0,0,0,1,1,1
14,24.698178070456937,8,101,36,2.0,1398,128,17,0,0,1,1,1
14,18.49324200890693,9,117,25,3.4641016151377544,1381,109,87,0,0,1,1,1
14,16.522711641858304,10,145,21,4.58257569495584,1405,119,159,0,0,1,1,1
14,18.49324200890693,11,164,21,4.242640687119285,1435,136,219,0,0,1,1,1
14,19.672315572906,12,181,17,4.69041575982343,1356,133,261,0,0,1,1,1
14,19.339079605813716,13,186,13,5.5677643628300215,1423,118,283,0,0,1,1,1
14,21.18962010041709,14,197,14,4.898979485566356,1345,132,274,0,0,1,1,1
14,21.494185260204677,15,206,13,3.605551275463989,1627,134,248,0,0,1,1,1
14,23.895606290697042,16,215,12,4.58257569495584,1513,136,197,0,0,1,1,1
14,24.979991993593593,17,206,12,5.0,1749,129,113,0,0,1,1,1
14,29.03446228191595,18,198,13,3.0,1749,128,43,0,0,1,1,1
14,23.769728648009426,19,183,17,4.795831523312719,1773,135,2,0,0,1,1,1
14,20.639767440550294,20,175,26,5.0,1765,164,0,0,0,1,1,1
14,19.87460691435179,21,173,25,3.7416573867739413,1668,159,0,0,0,1,1,1
14,20.322401432901575,22,168,29,3.0,1695,168,0,0,0,1,1,1
14,16.822603841260722,23,166,29,1.4142135623730951,1683,167,0,0,0,1,1,1
26,14.730919862656235,0,168,25,2.0,1677,155,0,0,0,1,1,1
26,15.0996688705415,1,169,27,2.0,1721,163,0,0,0,1,1,1
26,13.228756555322953,2,172,26,2.23606797749979,1645,162,0,0,0,1,1,1
26,12.165525060596439,3,171,29,2.8284271247461903,1392,171,0,0,0,1,1,1
26,9.591663046625438,4,169,34,3.0,1397,185,0,0,0,1,1,1
26,7.3484692283495345,5,171,30,3.1622776601683795,1267,174,0,0,0,1,1,1
26,8.366600265340756,6,168,33,3.0,1343,181,0,0,0,1,1,1
26,12.569805089976535,7,164,34,3.7416573867739413,1305,180,0,0,0,1,1,1
26,17.46424919657298,8,167,29,4.242640687119285,1364,167,16,0,0,1,1,1
26,18.110770276274835,9,185,21,3.872983346207417,1316,154,81,0,0,1,1,1
26,18.788294228055936,10,214,18,3.4641016151377544,1363,166,154,0,0,1,1,1
26,20.73644135332772,11,244,12,4.58257569495584,1530,161,215,0,0,1,1,1
26,24.474476501040833,12,270,7,4.123105625617661,1451,149,256,0,0,1,1,1
26,27.586228448267445,13,285,5,4.0,1684,145,275,0,0,1,1,1
26,31.827660925679098,14,307,5,3.7416573867739413,1623,162,266,0,0,1,1,1
26,34.88552708502482,15,323,5,4.69041575982343,1618,175,233,0,0,1,1,1
26,35.482389998420345,16,321,6,5.0990195135927845,1655,182,170,0,0,1,1,1
26,34.307433596816885,17,313,13,5.0,1734,225,96,0,0,1,1,1
26,30.133038346638727,18,302,17,4.358898943540674,1783,237,41,0,0,1,1,1
26,24.95996794869737,19,290,23,4.795831523312719,1788,254,1,0,0,1,1,1
26,24.979991993593593,20,274,42,6.082762530298219,1745,303,0,0,0,1,1,1
26,24.166091947189145,21,266,43,4.69041575982343,1633,298,0,0,0,1,1,1
26,22.67156809750927,22,265,40,4.123105625617661,1760,290,0,0,0,1,1,1
26,14.628738838327793,23,257,65,4.0,432,339,0,0,0,1,1,1
38,12.649110640673518,0,248,78,3.0,188,354,0,0,0,1,1,1
38,10.816653826391969,1,246,82,1.0,167,359,0,0,0,1,1,1
38,9.695359714832659,2,246,86,1.7320508075688772,131,365,0,0,0,1,1,1
38,9.433981132056603,3,248,87,2.0,126,368,0,1,0,1,1,1
38,5.744562646538029,4,251,86,1.4142135623730951,106,370,0,0,0,1,1,1
38,3.7416573867739413,5,251,87,3.4641016151377544,86,371,0,0,0,1,1,1
38,4.358898943540674,6,249,87,2.6457513110645907,112,369,0,2,0,1,1,1
38,4.69041575982343,7,247,88,5.0990195135927845,36,369,0,0,0,1,1,1
38,8.306623862918075,8,246,88,2.449489742783178,49,368,1,0,0,1,1,1
38,12.489995996796797,9,251,88,3.605551275463989,86,373,20,2,0,1,1,1
38,15.427248620541512,10,261,81,2.8284271247461903,219,372,64,0,0,1,1,1
38,16.492422502470642,11,264,79,2.6457513110645907,332,371,34,0,0,1,1,1
38,18.894443627691185,12,270,76,3.0,275,372,52,0,0,1,1,1
38,20.688160865577203,13,271,75,3.4641016151377544,281,371,44,0,0,1,1,1
38,21.748563170931547,14,275,74,3.3166247903554,393,374,45,0,0,1,1,1
38,21.61018278497431,15,280,72,3.4641016151377544,484,375,53,0,0,1,1,1
38,19.87460691435179,16,280,73,3.3166247903554,608,377,32,0,0,1,1,1
38,22.135943621178654,17,281,73,4.123105625617661,829,378,40,0,0,1,1,1
38,20.85665361461421,18,278,72,3.872983346207417,1279,373,7,0,0,1,1,1
38,16.97056274847714,19,275,72,4.795831523312719,1411,370,0,0,0,1,1,1
38,5.0,20,276,71,3.4641016151377544,1766,369,0,0,0,1,1,1
38,2.449489742783178,21,269,80,4.58257569495584,475,378,0,18,0,1,1,1
38,2.6457513110645907,22,259,83,5.0,579,373,0,0,0,1,1,1
38,2.8284271247461903,23,250,82,5.385164807134504,796,363,0,0,0,1,1,1
50,4.58257569495584,0,239,79,5.0,1762,347,0,39,0,1,1,1
50,4.69041575982343,1,233,79,5.0,1788,341,0,0,0,1,1,1
50,2.8284271247461903,2,226,80,4.69041575982343,1260,336,0,0,0,1,1,1
50,1.0,3,220,83,4.47213595499958,336,334,0,14,0,1,1,1
50,1.7320508075688772,4,214,81,5.0990195135927845,839,325,0,0,0,1,1,1
50,4.58257569495584,5,210,80,4.795831523312719,1058,320,0,0,0,1,1,1
50,4.358898943540674,6,205,78,4.47213595499958,1767,312,0,18,0,1,1,1
50,9.16515138991168,7,201,78,4.69041575982343,1788,308,0,0,0,1,1,1
50,13.527749258468683,8,199,79,4.795831523312719,1788,307,3,0,0,1,1,1
50,14.491376746189438,9,200,76,4.242640687119285,1788,304,17,0,0,1,1,1
50,15.198684153570664,10,207,71,4.242640687119285,1788,302,56,0,0,1,1,1
50,17.916472867168917,11,224,57,4.358898943540674,1788,292,142,0,0,1,1,1
50,20.904544960366874,12,239,49,4.898979485566356,1788,289,185,0,0,1,1,1
50,21.540659228538015,13,246,42,4.47213595499958,1788,278,142,0,0,1,1,1
50,23.388031127053,14,263,35,4.358898943540674,1788,273,246,0,0,1,1,1
50,25.099800796022265,15,266,34,5.0,1788,273,245,0,0,1,1,1
50,26.645825188948457,16,273,30,3.4641016151377544,1788,266,196,0,0,1,1,1
50,29.223278392404914,17,263,34,3.7416573867739413,1788,270,112,0,0,1,1,1
50,33.71943060017473,18,244,38,4.123105625617661,1788,265,34,0,0,1,1,1
50,27.784887978899608,19,221,44,4.123105625617661,1788,260,2,0,0,1,1,1
50,23.958297101421877,20,206,48,3.605551275463989,1788,256,0,0,0,1,1,1
50,23.021728866442675,21,194,50,3.872983346207417,1788,249,0,0,0,1,1,1
50,21.563858652847824,22,186,54,3.1622776601683795,1788,250,0,0,0,1,1,1
50,16.522711641858304,23,182,51,3.605551275463989,1788,240,0,0,0,1,1,1
62,14.933184523068078,0,176,60,2.8284271247461903,1788,253,0,0,0,1,1,1
62,13.674794331177344,1,171,58,2.8284271247461903,1788,244,0,0,0,1,1,1
62,11.0,2,166,62,3.0,1787,247,0,0,0,1,1,1
62,9.0,3,164,62,2.0,1788,245,0,0,0,1,1,1
62,8.831760866327848,4,158,66,2.449489742783178,1755,247,0,0,0,1,1,1
62,8.888194417315589,5,154,69,2.449489742783178,1480,248,0,0,0,1,1,1
62,14.594519519326424,6,153,68,2.0,1376,245,0,0,0,1,1,1
62,24.06241883103193,7,153,69,2.449489742783178,1288,247,0,0,0,1,1,1
62,31.38470965295043,8,156,67,3.1622776601683795,1265,246,20,0,0,1,1,1
62,23.515952032609693,9,175,53,2.8284271247461903,1152,238,85,0,0,1,1,1
62,19.467922333931785,10,200,42,3.605551275463989,1394,235,156,0,0,1,1,1
62,21.748563170931547,11,226,32,3.605551275463989,1322,230,212,0,0,1,1,1
62,22.40535650240808,12,248,25,4.358898943540674,1664,226,255,0,0,1,1,1
62,22.9128784747792,13,256,18,4.69041575982343,1606,203,265,0,0,1,1,1
62,23.748684174075834,14,255,18,5.385164807134504,1668,202,232,0,0,1,1,1
62,24.677925358506133,15,264,15,4.242640687119285,1629,194,212,0,0,1,1,1
62,25.942243542145693,16,269,17,4.358898943540674,1743,209,175,0,0,1,1,1
62,29.512709126747414,17,265,18,5.291502622129181,1616,210,122,0,0,1,1,1
62,34.9857113690718,18,250,19,5.656854249492381,1788,202,49,0,0,1,1,1
62,28.6705423736629,19,234,21,5.196152422706632,1788,197,2,0,0,1,1,1
62,25.67099530598687,20,224,22,5.291502622129181,1788,192,0,0,0,1,1,1
62,24.859605789312106,21,218,24,5.656854249492381,1783,195,0,0,0,1,1,1
62,22.627416997969522,22,208,31,3.605551275463989,1659,211,0,0,0,1,1,1
62,18.973665961010276,23,198,35,3.0,1693,214,0,0,0,1,1,1
74,16.97056274847714,0,191,36,4.123105625617661,1297,211,0,0,0,1,1,1
74,13.892443989449804,1,191,37,4.47213595499958,1501,214,0,0,0,1,1,1
74,11.532562594670797,2,189,41,3.605551275463989,1750,222,0,0,0,1,1,1
74,9.539392014169456,3,190,46,3.872983346207417,1777,236,0,0,0,1,1,1
74,6.928203230275509,4,189,52,4.123105625617661,1786,249,0,0,0,1,1,1
74,9.797958971132712,5,188,54,3.605551275463989,1775,252,0,0,0,1,1,1
74,15.198684153570664,6,187,56,4.242640687119285,1777,255,0,0,0,1,1,1
74,24.372115213907882,7,185,56,4.358898943540674,1788,253,0,0,0,1,1,1
74,31.937438845342623,8,189,54,4.0,1646,253,14,0,0,1,1,1
74,23.727621035409346,9,201,49,4.47213595499958,1575,253,49,0,0,1,1,1
74,20.223748416156685,10,215,43,3.872983346207417,1598,252,74,0,0,1,1,1
74,20.97617696340303,11,243,34,4.123105625617661,1697,252,174,0,0,1,1,1
74,23.388031127053,12,259,30,4.242640687119285,1770,253,209,0,0,1,1,1
74,22.516660498395403,13,262,30,4.358898943540674,1699,256,161,0,0,1,1,1
74,22.427661492005804,14,261,29,3.0,1696,252,93,0,0,1,1,1
74,24.758836806279895,15,265,25,4.795831523312719,1707,241,119,0,0,1,1,1
74,25.278449319529077,16,267,27,5.656854249492381,1751,250,102,0,0,1,1,1
74,28.948229652260256,17,267,28,3.1622776601683795,1788,254,67,0,0,1,1,1
74,36.46916505762094,18,259,33,4.47213595499958,1788,263,14,0,0,1,1,1
74,28.089143810376278,19,252,35,4.795831523312719,1788,263,0,0,0,1,1,1
74,24.145392935299274,20,248,37,3.1622776601683795,1765,266,0,0,0,1,1,1
74,20.248456731316587,21,242,47,3.7416573867739413,1763,287,0,0,0,1,1,1
74,12.083045973594572,22,235,51,3.7416573867739413,1716,290,0,0,0,1,1,1
74,6.855654600401044,23,223,70,4.47213595499958,759,316,0,0,0,1,1,1
86,6.928203230275509,0,215,74,3.872983346207417,590,315,0,5,0,1,1,1
86,4.69041575982343,1,210,77,2.6457513110645907,575,315,0,0,0,1,1,1
86,4.242640687119285,2,205,79,3.0,427,313,0,0,0,1,1,1
86,3.3166247903554,3,201,81,2.8284271247461903,328,313,0,18,0,1,1,1
86,2.6457513110645907,4,196,81,3.605551275463989,541,308,0,0,0,1,1,1
86,4.0,5,194,81,3.4641016151377544,813,306,0,0,0,1,1,1
86,5.5677643628300215,6,194,80,1.4142135623730951,744,304,0,14,0,1,1,1
86,7.937253933193772,7,193,81,2.6457513110645907,449,305,0,0,0,1,1,1
86,9.327379053088816,8,193,85,1.7320508075688772,324,311,1,0,0,1,1,1
86,9.9498743710662,9,197,81,3.872983346207417,268,309,21,5,0,1,1,1
86,12.806248474865697,10,199,79,5.0990195135927845,540,307,44,0,0,1,1,1
86,17.0,11,208,73,4.47213595499958,1043,306,73,0,0,1,1,1
86,19.339079605813716,12,219,63,5.477225575051661,1492,299,89,0,0,1,1,1
86,20.09975124224178,13,230,56,5.656854249492381,1445,295,176,0,0,1,1,1
86,21.236760581595302,14,240,53,4.898979485566356,1549,298,164,0,0,1,1,1
86,23.49468024894146,15,255,44,5.744562646538029,1684,291,223,0,0,1,1,1
86,24.289915602982237,16,258,47,5.5677643628300215,832,301,110,0,0,1,1,1
86,27.349588662354687,17,238,55,6.557438524302,413,301,88,0,0,1,1,1
86,32.78719262151,18,222,59,5.830951894845301,418,294,38,0,0,1,1,1
86,26.0,19,208,63,5.196152422706632,404,289,3,0,0,1,1,1
86,24.124676163629637,20,196,65,5.0990195135927845,371,282,0,0,0,1,1,1
86,23.021728866442675,21,194,65,5.656854249492381,343,280,0,0,0,1,1,1
86,22.271057451320086,22,191,65,4.58257569495584,347,277,0,0,0,1,1,1
86,17.72004514666935,23,191,64,4.242640687119285,346,275,0,0,0,1,1,1
98,16.46207763315433,0,193,63,4.795831523312719,351,275,0,0,0,1,1,1
98,15.066519173319364,1,191,64,5.0990195135927845,294,275,0,0,0,1,1,1
98,12.409673645990857,2,191,65,3.4641016151377544,296,277,0,0,0,1,1,1
98,10.198039027185569,3,190,66,2.6457513110645907,298,278,0,0,0,1,1,1
98,8.06225774829855,4,188,67,3.1622776601683795,284,277,0,0,0,1,1,1
98,9.327379053088816,5,188,67,2.6457513110645907,419,277,0,0,0,1,1,1
98,13.92838827718412,6,188,62,3.3166247903554,886,268,0,0,0,1,1,1
98,23.895606290697042,7,179,67,2.6457513110645907,858,269,0,0,0,1,1,1
98,32.07802986469088,8,181,58,2.6457513110645907,1705,254,19,0,0,1,1,1
98,23.811761799581316,9,198,51,3.605551275463989,1757,255,71,0,0,1,1,1
98,18.973665961010276,10,211,45,3.605551275463989,1709,253,78,0,0,1,1,1
98,21.047565179849187,11,222,42,2.6457513110645907,1654,256,91,0,0,1,1,1
98,22.538855339169288,12,231,42,3.1622776601683795,1414,264,113,0,0,1,1,1
98,22.516660498395403,13,238,35,4.47213595499958,1328,251,124,0,0,1,1,1
98,23.2163735324878,14,243,33,3.872983346207417,1483,249,124,0,0,1,1,1
98,24.576411454889016,15,240,42,5.385164807134504,530,272,94,0,0,1,1,1
98,26.057628441590765,16,259,29,4.123105625617661,883,250,171,0,0,1,1,1
98,28.687976575562104,17,252,37,4.242640687119285,642,269,100,0,0,1,1,1
98,34.785054261852174,18,233,46,4.47213595499958,563,276,35,0,0,1,1,1
98,26.645825188948457,19,217,51,6.244997998398398,829,273,2,0,0,1,1,1
98,23.065125189341593,20,206,58,3.3166247903554,954,278,0,0,0,1,1,1
98,23.108440016582687,21,198,60,3.7416573867739413,999,274,0,0,0,1,1,1
98,22.781571499789035,22,192,60,3.4641016151377544,1001,268,0,0,0,1,1,1
98,17.549928774784245,23,188,63,3.872983346207417,902,270,0,0,0,1,1,1
110,18.083141320025124,0,184,65,3.7416573867739413,809,270,0,0,0,1,1,1
110,17.435595774162696,1,183,66,3.1622776601683795,519,271,0,0,0,1,1,1
110,15.491933384829668,2,179,70,3.0,544,274,0,0,0,1,1,1
110,11.74734012447073,3,176,71,2.449489742783178,563,273,0,0,0,1,1,1
110,9.486832980505138,4,172,72,2.449489742783178,488,271,0,0,0,1,1,1
